PDB_ID,THSA,RHSA,LHP
1ctu-A,3491.0,0.28832,1039.0
1ctu-A,3491.0,0.28832,1039.0
1cyo-A,1063.0,0.17538,492.0
1cyx-A,2213.0,0.29475,0.0
1daa-B,3080.0,0.21997,1914.0
1daa-B,3080.0,0.21997,1914.0
1dar-A,6974.0,0.24506,0.0
1del-B,3309.0,0.27721,1253.0
1dfj-I,3783.0,0.19724,308.0
1dfn-B,1426.0,0.55314,0.0
1dih-A,3574.0,0.25705,1543.0
1dik-A,6442.0,0.19025,0.0
1dik-A,6442.0,0.19025,0.0
1dik-A,6442.0,0.19025,0.0
1dik-A,6442.0,0.19025,0.0
1din-A,2338.0,0.23389,0.0
1dkz-A,2714.0,0.22253,797.0
1dlc-A,5424.0,0.22979,877.0
1dlc-A,5424.0,0.22979,877.0
1dnp-B,4579.0,0.22256,1023.0
1dnp-B,4579.0,0.22256,1023.0
1dpg-B,5343.0,0.2461,1637.0
1dpg-B,5343.0,0.2461,1637.0
1dsb-B,2196.0,0.2278,631.0
1dts-A,2855.0,0.27383,1464.0
1dup-A,3183.0,0.35485,3046.0
1dur-A,1151.0,0.34338,1099.0
1dyn-B,1950.0,0.28236,447.0
1eca-A,1652.0,0.23134,0.0
1ece-B,3185.0,0.24883,451.0
1ecl-A,5224.0,0.19565,0.0
1ecl-A,5224.0,0.19565,0.0
1ecp-F,3463.0,0.30698,2014.0
1edd-A,2352.0,0.18687,651.0
1edm-C,995.0,0.36635,236.0
1edn-A,1351.0,0.60637,1351.0
1eft-A,3445.0,0.19944,875.0
1efu-D,4164.0,0.25949,0.0
1epb-B,2778.0,0.30932,0.0
1ese-A,2490.0,0.19323,713.0
1esl-A,1955.0,0.22043,469.0
1etu-A,2525.0,0.27711,0.0
1eu1-A,6470.0,0.24162,0.0
1euu-A,4789.0,0.19829,1074.0
1fba-B,3563.0,0.22956,0.0
1fbl-A,3301.0,0.19821,1054.0
1fc2-C,893.0,0.25929,0.0
1fdl-H,2736.0,0.22992,878.0
1fdt-A,3988.0,0.2879,2752.0
1fin-D,3586.0,0.28679,0.0
1fin-D,3586.0,0.28679,0.0
1fjm-B,2749.0,0.23326,0.0
1fkf-A,1107.0,0.18537,0.0
1fnd-A,3198.0,0.22072,0.0
1fua-A,2893.0,0.28374,1289.0
1fuq-B,6001.0,0.28639,0.0
1fuq-B,6001.0,0.28639,0.0
1fuq-B,6001.0,0.28639,0.0
1fxi-A,1581.0,0.29229,0.0
1g6n-A,2958.0,0.25518,1456.0
1gal-A,4587.0,0.2281,1978.0
1gal-A,4587.0,0.2281,1978.0
1gcb-A,5407.0,0.24179,1136.0
1gcm-C,1315.0,0.35637,0.0
1gd1-O,3829.0,0.25204,0.0
1gdj-A,2286.0,0.28341,900.0
1gfl-B,1984.0,0.18832,534.0
1ghs-B,2802.0,0.23001,1060.0
1gky-A,2209.0,0.21447,749.0
1gln-A,4458.0,0.20528,729.0
1gln-A,4458.0,0.20528,729.0
1gln-A,4458.0,0.20528,729.0
1gmp-B,1385.0,0.24785,0.0
1gnd-A,4485.0,0.22728,1922.0
1gog-A,4172.0,0.19344,944.0
1gog-A,4172.0,0.19344,944.0
1gog-A,4172.0,0.19344,944.0
1gp1-A,2074.0,0.23507,0.0
1gp2-A,4526.0,0.24176,1280.0
1gp2-B,3825.0,0.2436,0.0
1gpc-A,3217.0,0.25223,0.0
1gpm-D,5896.0,0.24959,0.0
1gpm-D,5896.0,0.24959,0.0
1grj-A,2446.0,0.26346,818.0
1grj-A,2446.0,0.26346,818.0
1gtm-C,3920.0,0.22241,948.0
1gtq-B,2264.0,0.27616,907.0
1gym-A,2783.0,0.23211,1012.0
1han-A,3663.0,0.29941,1146.0
1han-A,3663.0,0.29941,1146.0
1hcg-B,1088.0,0.24081,613.0
1hcr-A,1105.0,0.24345,767.0
1hip-A,1702.0,0.34827,0.0
1hiw-S,937.0,0.15256,0.0
1hjr-D,2886.0,0.31489,2875.0
1hmp-B,2892.0,0.26274,0.0
1hmy-A,3294.0,0.20456,554.0
1hnf-A,1812.0,0.16601,303.0
1hnf-A,1812.0,0.16601,303.0
1hor-B,3232.0,0.26249,0.0
1hpl-B,4247.0,0.23223,690.0
1hpl-B,4247.0,0.23223,690.0
1hsl-B,1988.0,0.17665,374.0
1htr-P,2130.0,0.41112,843.0
1hup-A,2280.0,0.27486,1647.0
1hvq-A,2135.0,0.19297,272.0
1hxn-A,1629.0,0.15618,489.0
1hyp-A,1566.0,0.32123,1464.0
1ign-B,2897.0,0.2223,0.0
1il8-A,1381.0,0.22463,882.0
1ilk-A,4304.0,0.34248,2008.0
1ilk-A,4304.0,0.34248,2008.0
1inp-A,4959.0,0.25344,1267.0
1inp-A,4959.0,0.25344,1267.0
1iqz-A,1334.0,0.29032,512.0
1irk-A,3367.0,0.22304,588.0
1irk-A,3367.0,0.22304,588.0
1isa-B,2448.0,0.2623,0.0
1isa-B,2448.0,0.2623,0.0
1isu-B,1157.0,0.29343,0.0
1jud-A,2580.0,0.23774,0.0
1kim-B,4130.0,0.32563,0.0
1knb-A,1895.0,0.20988,0.0
1kpt-B,1034.0,0.19628,0.0
1krc-A,1913.0,0.29255,1610.0
1krc-B,2195.0,0.31055,1084.0
1kte-A,1031.0,0.17724,495.0
1ktq-A,5578.0,0.22008,0.0
1kuh-A,1329.0,0.2039,0.0
1l58-A,1912.0,0.22099,483.0
1lap-A,4635.0,0.23747,0.0
1lat-B,1437.0,0.29048,1234.0
1lba-A,1864.0,0.23833,0.0
1lbu-A,2357.0,0.25592,0.0
1lbu-A,2357.0,0.25592,0.0
1leh-B,4418.0,0.2646,1005.0
1lib-A,1937.0,0.26997,0.0
1lis-A,2928.0,0.33394,1556.0
1lki-A,2053.0,0.22252,553.0
1lmb-3,1499.0,0.27744,0.0
1lpb-A,2422.0,0.42837,2055.0
1lpe-A,1823.0,0.21114,471.0
1mai-A,1044.0,0.15398,320.0
1mas-B,3453.0,0.25177,0.0
1mct-I,944.0,0.39614,0.0
1mda-J,5856.0,0.35773,2908.0
1mda-M,2271.0,0.35457,1402.0
1mdt-A,3896.0,0.18404,0.0
1mdt-A,3896.0,0.18404,0.0
1mdt-A,3896.0,0.18404,0.0
1mjc-A,1055.0,0.24501,438.0
1mla-A,3265.0,0.26966,1121.0
1mmo-H,3362.0,0.32062,0.0
1mns-A,4362.0,0.31055,2395.0
1mof-A,2049.0,0.4112,0.0
1mrr-B,4003.0,0.26253,2110.0
1mrt-A,704.0,0.28467,704.0
1msp-B,1329.0,0.19056,0.0
1nal-4,3114.0,0.24726,2036.0
1nar-A,2091.0,0.15794,504.0
1nba-C,3546.0,0.27319,1223.0
1ncg-A,1650.0,0.26523,717.0
1ndh-A,3374.0,0.24711,1289.0
1ndh-A,3374.0,0.24711,1289.0
1nfp-A,3271.0,0.26604,2148.0
1nga-A,3342.0,0.20036,1544.0
1nlk-L,2143.0,0.27944,847.0
1nol-A,5165.0,0.21318,0.0
1nox-A,3849.0,0.31666,0.0
1noz-B,4638.0,0.27001,0.0
1oac-B,8117.0,0.2491,0.0
1oac-B,8117.0,0.2491,0.0
1oac-B,8117.0,0.2491,0.0
1oac-B,8117.0,0.2491,0.0
1onr-B,3206.0,0.23819,798.0
1otg-C,2393.0,0.30535,0.0
1ovb-A,1550.0,0.1971,0.0
1ovo-A,1302.0,0.31404,855.0
1oxy-A,5212.0,0.22878,0.0
1oyc-A,3267.0,0.21346,0.0
1paz-A,1452.0,0.23029,678.0
1pbp-A,2043.0,0.15459,493.0
1pbw-B,2559.0,0.24254,676.0
1pda-A,3241.0,0.2472,0.0
1pda-A,3241.0,0.2472,0.0
1pdn-C,2242.0,0.24556,783.0
1pdo-A,2171.0,0.3041,1665.0
1pga-A,825.0,0.22142,0.0
1pht-A,1450.0,0.27656,0.0
1pii-A,4448.0,0.23467,0.0
1pky-C,4876.0,0.25165,0.0
1pky-C,4876.0,0.25165,0.0
1pmi-A,2871.0,0.15602,444.0
1pnm-B,7603.0,0.26798,0.0
1pnt-A,1902.0,0.23187,434.0
1poc-A,2174.0,0.2785,1060.0
1pow-B,6368.0,0.26239,2933.0
1pow-B,6368.0,0.26239,2933.0
1pow-B,6368.0,0.26239,2933.0
1pow-B,6368.0,0.26239,2933.0
1ppi-A,4596.0,0.26025,1281.0
1ppt-A,1115.0,0.32545,893.0
1ptr-A,1502.0,0.43765,695.0
1ptx-A,1263.0,0.30618,0.0
1pyp-A,3479.0,0.2493,0.0
1pyt-A,1634.0,0.24852,0.0
1qbb-A,6630.0,0.20927,1137.0
1qbb-A,6630.0,0.20927,1137.0
1qbb-A,6630.0,0.20927,1137.0
1qbb-A,6630.0,0.20927,1137.0
1qrd-B,4603.0,0.31386,2444.0
1r09-2,3836.0,0.29903,0.0
1rbp-A,2538.0,0.2616,1214.0
1rec-A,1693.0,0.17355,0.0
1rec-A,1693.0,0.17355,0.0
1reg-Y,2015.0,0.27475,1165.0
1req-C,8210.0,0.27641,3837.0
1req-C,8210.0,0.27641,3837.0
1rhd-A,3185.0,0.21917,747.0
1rhg-C,2666.0,0.36411,0.0
1rie-A,1813.0,0.27084,1132.0
1ris-A,1694.0,0.2713,647.0
1rld-S,2989.0,0.35132,1769.0
1rlr-A,5228.0,0.18076,599.0
1rlr-A,5228.0,0.18076,599.0
1rpo-A,1427.0,0.29429,1357.0
1rsy-A,2146.0,0.2753,0.0
1rvv-Z,2779.0,0.32729,995.0
1s01-A,2247.0,0.22151,327.0
1scu-D,2904.0,0.24746,359.0
1scu-E,5102.0,0.27246,732.0
1scu-E,5102.0,0.27246,732.0
1sei-B,1746.0,0.23458,0.0
1sei-B,1746.0,0.23458,0.0
1ses-A,4596.0,0.23224,2749.0
1sfe-A,2201.0,0.26029,766.0
1sfe-A,2201.0,0.26029,766.0
1sft-B,4243.0,0.2468,1191.0
1sh1-A,1283.0,0.38139,1103.0
1smn-B,2172.0,0.21302,0.0
1smp-I,1330.0,0.23632,479.0
1spb-P,1662.0,0.31471,753.0
1sra-A,1972.0,0.22046,202.0
1srj-A,2451.0,0.3514,0.0
1stf-I,1600.0,0.26118,0.0
1stm-E,2445.0,0.3129,587.0
1svb-A,4771.0,0.23562,2068.0
1svb-A,4771.0,0.23562,2068.0
1tab-I,857.0,0.24898,0.0
1taq-A,8633.0,0.22191,0.0
1tcb-A,4056.0,0.33896,1919.0
1tcr-A,4135.0,0.31293,0.0
1tfr-A,3199.0,0.22883,0.0
1tht-B,2908.0,0.21937,0.0
1thx-A,1103.0,0.18855,311.0
1tie-A,2283.0,0.27117,0.0
1tif-A,904.0,0.16523,442.0
1tig-A,1135.0,0.20476,290.0
1tii-C,1464.0,0.39632,0.0
1tml-A,3038.0,0.26062,0.0
1tnd-B,3411.0,0.2249,630.0
1tnf-A,2330.0,0.26754,1658.0
1tpl-B,5892.0,0.30879,0.0
1trb-A,3433.0,0.22083,0.0
1trh-A,4802.0,0.27776,1271.0
1trk-B,5845.0,0.22553,0.0
1trk-B,5845.0,0.22553,0.0
1tsp-A,8280.0,0.31983,0.0
1tul-A,1836.0,0.29642,1408.0
1tup-C,2255.0,0.22727,363.0
1ubd-C,2226.0,0.2553,484.0
1ubd-C,2226.0,0.2553,484.0
1ubq-A,747.0,0.15214,0.0
1udh-A,2226.0,0.20488,0.0
1umu-B,2542.0,0.36958,1892.0
1vca-B,2374.0,0.20755,1064.0
1vca-B,2374.0,0.20755,1064.0
1vcc-A,1481.0,0.28377,1101.0
1vhh-A,1692.0,0.21587,372.0
1vhr-B,1725.0,0.19186,356.0
1vid-A,2220.0,0.23154,1632.0
1vjs-A,3883.0,0.21323,0.0
1vmo-B,2044.0,0.24403,0.0
1vnc-A,5069.0,0.22924,873.0
1vok-B,3085.0,0.2944,1656.0
1vpt-A,3745.0,0.26659,1115.0
1wap-V,1394.0,0.28328,0.0
1wfb-B,1587.0,0.5229,1587.0
1whi-A,1327.0,0.18682,668.0
1xva-B,4121.0,0.265,1267.0
1xx2-A,3382.0,0.22427,0.0
1ypt-B,2126.0,0.16617,403.0
1yrn-B,1603.0,0.25396,508.0
1znb-B,2013.0,0.20132,0.0
1zym-B,3127.0,0.23781,842.0
256b-A,966.0,0.14878,181.0
2aai-B,3787.0,0.30481,1205.0
2aat-A,4975.0,0.25705,581.0
2abk-A,2697.0,0.24857,444.0
2adm-B,3754.0,0.20746,0.0
2adm-B,3754.0,0.20746,0.0
2afn-C,4284.0,0.2839,755.0
2afn-C,4284.0,0.2839,755.0
2ak3-A,2809.0,0.2135,698.0
2alp-A,2011.0,0.25556,0.0
2amg-A,3069.0,0.20442,0.0
2asr-A,2239.0,0.28602,843.0
2bat-A,3286.0,0.22207,433.0
2bop-A,1538.0,0.26794,759.0
2buk-A,3086.0,0.31461,705.0
2cab-A,2024.0,0.18049,689.0
2ccy-A,2049.0,0.26621,1116.0
2chb-E,1687.0,0.25449,1203.0
2cmd-A,2746.0,0.21086,0.0
2cpo-A,3729.0,0.28479,1555.0
2cth-B,2312.0,0.27845,857.0
2cyp-A,2565.0,0.20588,491.0
2dkb-A,5627.0,0.28922,1379.0
2dln-A,3744.0,0.28398,1641.0
2dln-A,3744.0,0.28398,1641.0
2dnj-A,2031.0,0.1948,0.0
2ebn-A,2437.0,0.20769,477.0
2end-A,2443.0,0.30401,830.0
2erl-A,1017.0,0.33889,1017.0
2fox-A,1254.0,0.17889,327.0
2gbp-A,2496.0,0.19013,473.0
2gep-A,4120.0,0.22454,0.0
2gep-A,4120.0,0.22454,0.0
2gls-A,6764.0,0.31501,1360.0
2gn5-A,2567.0,0.41065,2004.0
2gsq-A,2864.0,0.26709,989.0
2hft-A,2334.0,0.19416,0.0
2hft-A,2334.0,0.19416,0.0
2hhm-B,2966.0,0.23465,0.0
2hhm-B,2966.0,0.23465,0.0
2hip-B,762.0,0.17509,519.0
2hmz-A,1734.0,0.27981,0.0
2hpr-A,943.0,0.19975,492.0
2i1b-A,1601.0,0.19098,0.0
2ltn-A,3683.0,0.31541,3425.0
2ltn-B,2779.0,0.47078,1549.0
2mev-4,3165.0,0.4464,1417.0
2mhu-A,691.0,0.26845,691.0
2mlt-B,1048.0,0.39833,0.0
2mta-C,1913.0,0.24586,621.0
2nad-B,4078.0,0.23601,1024.0
2npx-A,4967.0,0.24566,0.0
2olb-A,4094.0,0.20872,0.0
2olb-A,4094.0,0.20872,0.0
2or1-L,623.0,0.15792,275.0
2oz9-R,2637.0,0.30641,0.0
2pab-A,1990.0,0.30611,744.0
2pgd-A,6041.0,0.26611,1854.0
2pgd-A,6041.0,0.26611,1854.0
2phh-A,3964.0,0.22692,1050.0
2phy-A,1525.0,0.22826,802.0
2pol-B,3472.0,0.19286,589.0
2reb-A,3833.0,0.25201,0.0
2reb-A,3833.0,0.25201,0.0
2rsl-A,1742.0,0.26751,0.0
2rsp-A,2368.0,0.30825,0.0
2scp-B,1801.0,0.21749,623.0
2sil-A,2747.0,0.18964,385.0
2sns-A,1737.0,0.21529,562.0
2sod-B,1267.0,0.17136,475.0
2spt-A,2771.0,0.32921,0.0
2spt-A,2771.0,0.32921,0.0
2tgi-A,2836.0,0.38977,1519.0
2tgp-I,1145.0,0.28398,1094.0
2tmd-B,6718.0,0.2303,957.0
2tmv-P,2595.0,0.27876,619.0
2trt-A,3857.0,0.31348,0.0
2tsc-A,2828.0,0.22259,857.0
2tss-B,1585.0,0.15647,329.0
2utg-A,1786.0,0.34646,0.0
2xsc-B,1132.0,0.26812,343.0
2yhx-A,8848.0,0.47915,0.0
3ait-A,1729.0,0.37718,914.0
3blm-A,1802.0,0.15563,0.0
3cd4-A,1257.0,0.1329,585.0
3chy-A,1878.0,0.28063,1550.0
3cla-A,3362.0,0.3074,2400.0
3cln-A,2343.0,0.23428,1067.0
3cox-A,3985.0,0.22593,637.0
3cox-A,3985.0,0.22593,637.0
3eca-B,3249.0,0.23335,0.0
3eca-B,3249.0,0.23335,0.0
3hmg-A,3974.0,0.23074,646.0
3hmg-B,4282.0,0.32607,2395.0
3icb-A,434.0,0.09218,0.0
3ink-D,1565.0,0.21833,0.0
3mdd-B,4857.0,0.27772,2423.0
3mdd-B,4857.0,0.27772,2423.0
3mdd-B,4857.0,0.27772,2423.0
3pgk-A,5294.0,0.24892,1217.0
3pgm-A,3169.0,0.26018,811.0
3pmg-B,4602.0,0.20948,0.0
3pmg-B,4602.0,0.20948,0.0
3pmg-B,4602.0,0.20948,0.0
3pmg-B,4602.0,0.20948,0.0
3rnt-A,1109.0,0.20409,0.0
3tim-A,2866.0,0.25,960.0
4bcl-A,6039.0,0.30888,0.0
4bp2-A,1870.0,0.25987,0.0
4cpa-I,1070.0,0.374,461.0
4fis-B,1871.0,0.32517,0.0
4gr1-A,5781.0,0.25562,1351.0
4pfk-A,3170.0,0.22441,1027.0
4rhv-1,5589.0,0.29965,0.0
4rhv-3,4799.0,0.29919,0.0
4rhv-4,1966.0,0.41706,0.0
4rxn-A,841.0,0.22773,0.0
4sdh-A,2332.0,0.2867,1184.0
4sgb-I,1261.0,0.34854,0.0
4ts1-A,3536.0,0.24879,0.0
4xia-B,6113.0,0.31522,2654.0
5cyt-R,1336.0,0.21844,517.0
5er2-E,2717.0,0.20449,0.0
5ldh-A,6223.0,0.34162,0.0
5lyz-A,1341.0,0.20015,0.0
5sic-I,1850.0,0.31192,0.0
6acn-A,4520.0,0.17315,401.0
6cpa-A,3267.0,0.26858,1701.0
6cpp-A,3076.0,0.17953,763.0
6cts-A,6252.0,0.31697,0.0
6dfr-A,1721.0,0.20398,0.0
6hir-A,777.0,0.2072,0.0
6rlx-C,1241.0,0.52921,1065.0
6rlx-D,1199.0,0.46854,1199.0
6tmn-E,3527.0,0.27737,0.0
7cat-A,7561.0,0.28342,1449.0
7icd-A,5370.0,0.28523,2179.0
7rsa-A,1232.0,0.17355,478.0
821p-A,1607.0,0.18762,346.0
8adh-A,4048.0,0.25501,1568.0
9api-A,3431.0,0.19272,0.0
9api-B,1434.0,0.35814,1268.0
9ins-B,1358.0,0.44715,0.0
9pap-A,2824.0,0.30359,760.0
9wga-A,3318.0,0.34178,0.0
