protein_id,f_value,model,avg_confidence
A0A087X1C1,F1,model_v4,68.48012500000002
A0A087X1C5,F1,model_v4,91.08520388349505
A0A087X1G2,F1,model_v4,59.084990892531906
A0A087X1L8,F1,model_v4,74.17140625000002
A0A096LNP1,F1,model_v4,70.22857142857144
A0A096LNT9,F1,model_v4,60.75598214285716
A0A096LNW5,F1,model_v4,85.00456204379566
A0A096LP01,F1,model_v4,71.66589473684215
A0A096LP49,F1,model_v4,44.15505174035747
A0A096LP55,F1,model_v4,85.7768131868132
A0A096LPG2,F1,model_v4,75.12434782608695
A0A096LPH7,F1,model_v4,80.80325123152711
A0A096LPI5,F1,model_v4,56.62148148148148
A0A096LPK6,F1,model_v4,90.63116129032257
A0A096LPK9,F1,model_v4,84.74481012658231
A0A0A0MRZ7,F1,model_v4,88.54608333333334
A0A0A0MRZ8,F1,model_v4,88.73817391304347
A0A0A0MRZ9,F1,model_v4,90.69548387096772
A0A0A0MS00,F1,model_v4,81.54192982456135
A0A0A0MS01,F1,model_v4,85.9434453781513
A0A0A0MS02,F1,model_v4,85.25128205128206
A0A0A0MS03,F1,model_v4,89.58868421052635
A0A0A0MS04,F1,model_v4,92.01631578947368
A0A0A0MS05,F1,model_v4,90.69368421052633
A0A0A0MS06,F1,model_v4,89.89930434782605
A0A0A0MS14,F1,model_v4,91.01145299145303
A0A0A0MS15,F1,model_v4,91.0771428571428
A0A0A0MT36,F1,model_v4,91.13517543859652
A0A0A0MT70,F1,model_v4,90.92588235294116
A0A0A0MT76,F1,model_v4,69.50261904761908
A0A0A0MT82,F1,model_v4,58.31085106382979
A0A0A0MT86,F1,model_v4,71.39291666666666
A0A0A0MT87,F1,model_v4,84.13875
A0A0A0MT93,F1,model_v4,67.78782608695651
A0A0A0MT94,F1,model_v4,83.788125
A0A0A0MT99,F1,model_v4,46.84959999999999
A0A0A0MTA7,F1,model_v4,86.29187500000002
A0A0A6YYC5,F1,model_v4,89.80905172413793
A0A0A6YYD4,F1,model_v4,90.25887096774197
A0A0A6YYG2,F1,model_v4,90.71701754385964
A0A0A6YYG3,F1,model_v4,89.92637168141592
A0A0A6YYJ7,F1,model_v4,90.1604424778761
A0A0A6YYK1,F1,model_v4,91.57787610619465
A0A0A6YYK4,F1,model_v4,80.84930434782609
A0A0A6YYK6,F1,model_v4,92.16669724770647
A0A0A6YYK7,F1,model_v4,90.36810344827592
A0A0A6YYL3,F1,model_v4,70.8911948529412
A0A0B4J1T7,F1,model_v4,77.286
A0A0B4J1U3,F1,model_v4,89.78940170940166
A0A0B4J1U4,F1,model_v4,85.57330508474581
A0A0B4J1U6,F1,model_v4,91.38885964912281
A0A0B4J1U7,F1,model_v4,91.2072727272727
A0A0B4J1V0,F1,model_v4,91.34731092436974
A0A0B4J1V1,F1,model_v4,91.09376068376068
A0A0B4J1V2,F1,model_v4,92.20655462184874
A0A0B4J1V6,F1,model_v4,91.12252100840337
A0A0B4J1V7,F1,model_v4,90.70623931623932
A0A0B4J1W7,F1,model_v4,50.51804878048785
A0A0B4J1X5,F1,model_v4,91.1476068376068
A0A0B4J1X8,F1,model_v4,90.95567796610173
A0A0B4J1Y8,F1,model_v4,88.89943089430892
A0A0B4J1Y9,F1,model_v4,91.5901680672269
A0A0B4J1Z2,F1,model_v4,90.30393162393159
A0A0B4J200,F1,model_v4,89.17812499999998
A0A0B4J234,F1,model_v4,90.5347321428571
A0A0B4J235,F1,model_v4,89.82256637168138
A0A0B4J237,F1,model_v4,90.2638938053097
A0A0B4J238,F1,model_v4,87.50622641509433
A0A0B4J240,F1,model_v4,91.66754385964913
A0A0B4J241,F1,model_v4,91.10339285714284
A0A0B4J244,F1,model_v4,90.72385964912274
A0A0B4J245,F1,model_v4,92.71821428571434
A0A0B4J248,F1,model_v4,88.47361111111113
A0A0B4J249,F1,model_v4,88.42654867256633
A0A0B4J262,F1,model_v4,90.29132743362833
A0A0B4J263,F1,model_v4,92.00200000000001
A0A0B4J264,F1,model_v4,90.48163793103447
A0A0B4J265,F1,model_v4,91.11807339449544
A0A0B4J266,F1,model_v4,92.404375
A0A0B4J268,F1,model_v4,89.5312844036697
A0A0B4J271,F1,model_v4,93.0151754385965
A0A0B4J272,F1,model_v4,87.9283333333333
A0A0B4J273,F1,model_v4,90.37991071428571
A0A0B4J274,F1,model_v4,92.07044642857144
A0A0B4J275,F1,model_v4,89.17955357142854
A0A0B4J276,F1,model_v4,91.71229357798167
A0A0B4J277,F1,model_v4,92.88881818181821
A0A0B4J279,F1,model_v4,92.93589285714283
A0A0B4J280,F1,model_v4,85.39552380952384
A0A0B4J2A2,F1,model_v4,96.66115853658535
A0A0B4J2B6,F1,model_v4,89.10521008403359
A0A0B4J2B8,F1,model_v4,90.73692307692302
A0A0B4J2D5,F1,model_v4,90.51708955223887
A0A0B4J2D9,F1,model_v4,90.12427350427353
A0A0B4J2E0,F1,model_v4,89.78182608695651
A0A0B4J2E5,F1,model_v4,86.6295865070729
A0A0B4J2F0,F1,model_v4,84.87685185185184
A0A0B4J2F2,F1,model_v4,59.535581098339776
A0A0B4J2H0,F1,model_v4,91.29829059829062
A0A0C4DGP1,F1,model_v4,67.17823529411764
A0A0C4DH24,F1,model_v4,90.9409649122807
A0A0C4DH25,F1,model_v4,89.77017241379312
A0A0C4DH26,F1,model_v4,93.02008695652177
A0A0C4DH27,F1,model_v4,85.316779661017
A0A0C4DH28,F1,model_v4,83.73932203389832
A0A0C4DH29,F1,model_v4,91.64726495726494
A0A0C4DH30,F1,model_v4,89.6988888888889
A0A0C4DH31,F1,model_v4,91.37367521367523
A0A0C4DH32,F1,model_v4,90.64367521367521
A0A0C4DH33,F1,model_v4,90.55769230769234
A0A0C4DH34,F1,model_v4,91.27965811965815
A0A0C4DH35,F1,model_v4,90.90709401709404
A0A0C4DH36,F1,model_v4,89.79396551724139
A0A0C4DH38,F1,model_v4,92.59213675213675
A0A0C4DH39,F1,model_v4,91.43333333333334
A0A0C4DH41,F1,model_v4,91.50652542372883
A0A0C4DH42,F1,model_v4,90.69508620689653
A0A0C4DH43,F1,model_v4,91.72512605042016
A0A0C4DH55,F1,model_v4,89.11386554621843
A0A0C4DH59,F1,model_v4,90.95035087719297
A0A0C4DH62,F1,model_v4,88.16823529411762
A0A0C4DH63,F1,model_v4,79.7145
A0A0C4DH67,F1,model_v4,91.00991304347829
A0A0C4DH68,F1,model_v4,90.18491666666664
A0A0C4DH69,F1,model_v4,90.68529914529917
A0A0C4DH72,F1,model_v4,89.94102564102567
A0A0C4DH73,F1,model_v4,90.88512820512817
A0A0C4DH90,F1,model_v4,89.44431034482758
A0A0C5B5G6,F1,model_v4,72.28750000000001
A0A0D9SF12,F1,model_v4,58.91772413793106
A0A0G2JKD1,F1,model_v4,76.82865771812081
A0A0G2JKW9,F1,model_v4,67.1975
A0A0G2JLE6,F1,model_v4,34.02615384615383
A0A0G2JLG4,F1,model_v4,87.05715328467159
A0A0G2JLM5,F1,model_v4,78.37341708542712
A0A0G2JLQ3,F1,model_v4,79.54605263157896
A0A0G2JLW4,F1,model_v4,50.31061068702294
A0A0G2JMD5,F1,model_v4,76.80700421940921
A0A0G2JMH3,F1,model_v4,53.05762711864404
A0A0G2JMH6,F1,model_v4,89.45295275590556
A0A0G2JMI3,F1,model_v4,91.8611965811966
A0A0G2JMM0,F1,model_v4,87.20646341463409
A0A0G2JMP0,F1,model_v4,85.93779552715655
A0A0G2JMS6,F1,model_v4,77.14157013258892
A0A0G2JN01,F1,model_v4,87.065274390244
A0A0G2JN53,F1,model_v4,63.5428648648649
A0A0G2JN68,F1,model_v4,72.45898666666677
A0A0G2JND7,F1,model_v4,45.32978102189782
A0A0G2JNF4,F1,model_v4,75.87653295128943
A0A0G2JNG1,F1,model_v4,79.69180921052633
A0A0G2JNH3,F1,model_v4,85.32142405063287
A0A0G2JNJ9,F1,model_v4,39.152575757575754
A0A0G2JNQ3,F1,model_v4,70.54187713310577
A0A0G2JP20,F1,model_v4,84.19866108786613
A0A0G2JPB7,F1,model_v4,88.03854945054954
A0A0G2JPC4,F1,model_v4,72.1838666666666
A0A0G2JPF8,F1,model_v4,70.91040955631398
A0A0G2JPN4,F1,model_v4,64.17416666666668
A0A0G2JQ47,F1,model_v4,81.47373737373739
A0A0G2JQF1,F1,model_v4,86.87199999999999
A0A0G2JQZ4,F1,model_v4,50.47787234042555
A0A0G2JRQ6,F1,model_v4,90.6457264957265
A0A0G2JS06,F1,model_v4,90.26260162601622
A0A0J9YVY3,F1,model_v4,91.7923076923077
A0A0J9YW62,F1,model_v4,74.18618644067797
A0A0J9YWL9,F1,model_v4,50.117754279959726
A0A0J9YWP8,F1,model_v4,77.13499999999999
A0A0J9YWU9,F1,model_v4,91.43318965517241
A0A0J9YWX3,F1,model_v4,86.67176470588235
A0A0J9YX35,F1,model_v4,91.44692307692311
A0A0J9YX57,F1,model_v4,67.45280098280095
A0A0J9YX75,F1,model_v4,91.98342105263157
A0A0J9YX94,F1,model_v4,59.83669550173007
A0A0J9YXG5,F1,model_v4,89.80125
A0A0J9YXM7,F1,model_v4,81.71875
A0A0J9YXQ4,F1,model_v4,52.55846986089644
A0A0J9YXV3,F1,model_v4,41.52746268656718
A0A0J9YXX1,F1,model_v4,92.97196581196583
A0A0J9YXY3,F1,model_v4,90.89763157894737
A0A0J9YY54,F1,model_v4,49.093669467787166
A0A0J9YY99,F1,model_v4,91.06606837606839
A0A0K0K1A3,F1,model_v4,92.26605263157896
A0A0K0K1A5,F1,model_v4,92.11289473684212
A0A0K0K1B3,F1,model_v4,91.35378378378377
A0A0K0K1C0,F1,model_v4,90.01765217391302
A0A0K0K1C4,F1,model_v4,91.91307017543852
A0A0K0K1D8,F1,model_v4,92.24403508771927
A0A0K0K1E9,F1,model_v4,89.63730434782609
A0A0K0K1G6,F1,model_v4,92.1564912280702
A0A0K0K1G8,F1,model_v4,91.46061403508777
A0A0K2S4Q6,F1,model_v4,72.84771144278608
A0A0M3HER8,F1,model_v4,74.03917910447764
A0A0U1RQE8,F1,model_v4,90.38135761589405
A0A0U1RQF7,F1,model_v4,47.96504065040651
A0A0U1RQG5,F1,model_v4,51.80361111111111
A0A0U1RQI7,F1,model_v4,56.79218631178707
A0A0U1RQS6,F1,model_v4,57.78632768361585
A0A0U1RR11,F1,model_v4,69.9974632352942
A0A0U1RR37,F1,model_v4,63.31752688172041
A0A0U1RRA0,F1,model_v4,72.60063492063492
A0A0U1RRE5,F1,model_v4,69.28147058823528
A0A0U1RRI6,F1,model_v4,70.05418118466906
A0A0U1RRK4,F1,model_v4,64.28296296296298
A0A0U1RRL7,F1,model_v4,69.74436619718308
A0A0U1RRN3,F1,model_v4,68.2822033898305
A0A0X1KG70,F1,model_v4,88.5899361022364
A0A126GWB0,F1,model_v4,85.16783018867929
A0A126GWI2,F1,model_v4,84.02854838709682
A0A140G945,F1,model_v4,74.62774566473989
A0A140T8X8,F1,model_v4,73.55249201277964
A0A140TA62,F1,model_v4,76.26300458715592
A0A140TA64,F1,model_v4,34.52795238095238
A0A140TA67,F1,model_v4,38.61810344827587
A0A183,F1,model_v4,62.285625000000024
A0A191URJ7,F1,model_v4,74.55408333333338
A0A1B0GTC6,F1,model_v4,70.67411111111115
A0A1B0GTD5,F1,model_v4,77.33786259541982
A0A1B0GTE1,F1,model_v4,85.28465447154463
A0A1B0GTG8,F1,model_v4,88.04055555555554
A0A1B0GTH6,F1,model_v4,45.01502724795642
A0A1B0GTH9,F1,model_v4,87.10138888888888
A0A1B0GTI1,F1,model_v4,65.36438502673795
A0A1B0GTI8,F1,model_v4,82.80534759358292
A0A1B0GTJ6,F1,model_v4,53.604101796407186
A0A1B0GTK4,F1,model_v4,64.61270718232046
A0A1B0GTK5,F1,model_v4,63.194430379746805
A0A1B0GTL2,F1,model_v4,71.7613227513227
A0A1B0GTQ1,F1,model_v4,87.51248878923775
A0A1B0GTQ4,F1,model_v4,72.75511904761908
A0A1B0GTR0,F1,model_v4,54.270807453416126
A0A1B0GTR3,F1,model_v4,69.09472222222225
A0A1B0GTR4,F1,model_v4,53.787592592592624
A0A1B0GTS1,F1,model_v4,64.88810810810813
A0A1B0GTU1,F1,model_v4,55.212037267080746
A0A1B0GTU2,F1,model_v4,80.50627118644066
A0A1B0GTW7,F1,model_v4,73.2754568527919
A0A1B0GTY4,F1,model_v4,65.03028248587573
A0A1B0GTZ2,F1,model_v4,67.17478114478115
A0A1B0GU29,F1,model_v4,63.51184210526314
A0A1B0GU33,F1,model_v4,60.414142857142856
A0A1B0GU71,F1,model_v4,85.444693877551
A0A1B0GUA5,F1,model_v4,59.758349514563086
A0A1B0GUA6,F1,model_v4,63.689701492537345
A0A1B0GUA7,F1,model_v4,67.14885542168679
A0A1B0GUA9,F1,model_v4,59.48551886792453
A0A1B0GUC4,F1,model_v4,67.61907407407408
A0A1B0GUI7,F1,model_v4,65.51107142857143
A0A1B0GUJ8,F1,model_v4,78.21647058823527
A0A1B0GUL7,F1,model_v4,76.37353086419758
A0A1B0GUQ0,F1,model_v4,62.149620253164564
A0A1B0GUS0,F1,model_v4,63.40387387387387
A0A1B0GUS4,F1,model_v4,94.03792207792206
A0A1B0GUT2,F1,model_v4,58.810833333333285
A0A1B0GUU1,F1,model_v4,81.843837037037
A0A1B0GUV1,F1,model_v4,59.8393670886076
A0A1B0GUV7,F1,model_v4,52.32566666666665
A0A1B0GUV8,F1,model_v4,83.54668508287291
A0A1B0GUW6,F1,model_v4,39.062709030100365
A0A1B0GUW7,F1,model_v4,78.02527272727272
A0A1B0GUX0,F1,model_v4,78.05778409090911
A0A1B0GUY1,F1,model_v4,41.12392982456136
A0A1B0GUZ9,F1,model_v4,70.46199999999999
A0A1B0GV03,F1,model_v4,72.47508038585214
A0A1B0GV22,F1,model_v4,61.994556962025335
A0A1B0GV85,F1,model_v4,58.23536121673005
A0A1B0GV90,F1,model_v4,79.10181818181816
A0A1B0GV96,F1,model_v4,60.88115384615384
A0A1B0GVB3,F1,model_v4,65.36132812499999
A0A1B0GVD1,F1,model_v4,74.85791366906471
A0A1B0GVG4,F1,model_v4,80.73858974358971
A0A1B0GVG6,F1,model_v4,62.195
A0A1B0GVH4,F1,model_v4,59.76859090909097
A0A1B0GVH6,F1,model_v4,52.11409230769231
A0A1B0GVH7,F1,model_v4,61.069241516966066
A0A1B0GVK7,F1,model_v4,82.56337662337664
A0A1B0GVM5,F1,model_v4,64.15847457627117
A0A1B0GVM6,F1,model_v4,61.750634920634894
A0A1B0GVN3,F1,model_v4,55.58475471698113
A0A1B0GVQ0,F1,model_v4,68.56833333333334
A0A1B0GVQ3,F1,model_v4,63.70541666666664
A0A1B0GVR7,F1,model_v4,78.62957894736843
A0A1B0GVS7,F1,model_v4,54.06100529100527
A0A1B0GVT2,F1,model_v4,64.31043010752687
A0A1B0GVV1,F1,model_v4,68.86988235294118
A0A1B0GVX0,F1,model_v4,65.89402777777777
A0A1B0GVY2,F1,model_v4,37.07662790697674
A0A1B0GVY4,F1,model_v4,66.49014084507041
A0A1B0GVZ2,F1,model_v4,82.44333333333336
A0A1B0GVZ6,F1,model_v4,64.92431372549012
A0A1B0GVZ9,F1,model_v4,80.23448979591836
A0A1B0GW15,F1,model_v4,80.97909090909089
A0A1B0GW35,F1,model_v4,88.9270930232558
A0A1B0GW54,F1,model_v4,76.75964285714288
A0A1B0GW64,F1,model_v4,61.83909090909091
A0A1B0GWB2,F1,model_v4,57.12581749049431
A0A1B0GWG4,F1,model_v4,67.16511111111109
A0A1B0GWH4,F1,model_v4,64.9781381381381
A0A1B0GWH6,F1,model_v4,97.604
A0A1B0GWI6,F1,model_v4,47.961428571428556
A0A1B0GWK0,F1,model_v4,75.25052238805968
A0A1B0GX31,F1,model_v4,90.23017391304352
A0A1B0GX49,F1,model_v4,91.9152631578947
A0A1B0GX51,F1,model_v4,89.6005217391305
A0A1B0GX56,F1,model_v4,90.86130434782608
A0A1B0GX68,F1,model_v4,88.67678260869565
A0A1B0GX78,F1,model_v4,90.08843478260873
A0A1B0GX95,F1,model_v4,82.66852173913043
A0A1B0GXF2,F1,model_v4,88.7195652173913
A0A1W2PN81,F1,model_v4,78.0036454183267
A0A1W2PNU3,F1,model_v4,49.90346289752651
A0A1W2PP81,F1,model_v4,71.52681818181816
A0A1W2PP97,F1,model_v4,72.6590434782609
A0A1W2PPD8,F1,model_v4,66.0648275862069
A0A1W2PPE2,F1,model_v4,72.21176767676769
A0A1W2PPE3,F1,model_v4,47.978681318681296
A0A1W2PPF3,F1,model_v4,57.829797101449294
A0A1W2PPG7,F1,model_v4,86.09144927536231
A0A1W2PPH5,F1,model_v4,71.66005050505053
A0A1W2PPK0,F1,model_v4,51.13797500000004
A0A1W2PPL8,F1,model_v4,70.40969543147204
A0A1W2PPM0,F1,model_v4,49.63715447154471
A0A1W2PPM1,F1,model_v4,50.642864197530855
A0A1W2PPW3,F1,model_v4,72.43553299492383
A0A1W2PQ09,F1,model_v4,71.10050505050508
A0A1W2PQ27,F1,model_v4,94.52479381443295
A0A1W2PQ64,F1,model_v4,94.49484536082474
A0A1W2PQ72,F1,model_v4,68.85750692520773
A0A1W2PQ73,F1,model_v4,57.66898305084748
A0A1W2PQC6,F1,model_v4,94.51314432989695
A0A1W2PQD8,F1,model_v4,94.31737113402062
A0A1W2PQF6,F1,model_v4,94.71560606060608
A0A1W2PQJ5,F1,model_v4,94.90685567010313
A0A1W2PQL4,F1,model_v4,69.11531250000003
A0A1W2PQM1,F1,model_v4,76.9896283783784
A0A1W2PQU2,F1,model_v4,80.35315789473684
A0A1W2PR19,F1,model_v4,93.76921161825722
A0A1W2PR48,F1,model_v4,71.53145124716555
A0A1W2PR64,F1,model_v4,71.6990404040404
A0A1W2PR75,F1,model_v4,94.76587628865985
A0A1W2PR80,F1,model_v4,52.58816666666663
A0A1W2PR82,F1,model_v4,63.31970037453186
A0A1W2PR95,F1,model_v4,80.1732941176471
A0A1W2PRE2,F1,model_v4,60.89807228915664
A0A1W2PRG0,F1,model_v4,94.52655601659747
A0A1W2PRN1,F1,model_v4,75.86430379746838
A0A1W2PRN6,F1,model_v4,71.89540404040406
A0A1W2PRP0,F1,model_v4,68.60725321888413
A0A1W2PRS3,F1,model_v4,94.1495979899497
A0A1W2PRV1,F1,model_v4,71.78565656565657
A0A1W2PS18,F1,model_v4,62.65833333333333
A0A286YEU6,F1,model_v4,71.01914012738848
A0A286YEV6,F1,model_v4,41.64028571428571
A0A286YEX9,F1,model_v4,39.576382978723395
A0A286YEY9,F1,model_v4,40.513977272727274
A0A286YF01,F1,model_v4,41.44645833333335
A0A286YF18,F1,model_v4,65.09684563758391
A0A286YF46,F1,model_v4,43.573647058823546
A0A286YF58,F1,model_v4,61.45012987012982
A0A286YF60,F1,model_v4,41.013200000000005
A0A286YF77,F1,model_v4,40.65142857142858
A0A286YFB4,F1,model_v4,39.62958333333334
A0A286YFG1,F1,model_v4,38.02435185185185
A0A286YFK9,F1,model_v4,77.0737254901961
A0A2R8Y2Y2,F1,model_v4,56.70223958333338
A0A2R8Y422,F1,model_v4,88.92141025641027
A0A2R8Y4L2,F1,model_v4,69.37919999999995
A0A2R8Y4L6,F1,model_v4,87.91092879256976
A0A2R8Y4M2,F1,model_v4,87.68931818181817
A0A2R8Y4M4,F1,model_v4,63.35810945273632
A0A2R8Y4Y8,F1,model_v4,72.52406250000008
A0A2R8Y556,F1,model_v4,78.34192307692308
A0A2R8Y5M8,F1,model_v4,95.57151162790701
A0A2R8Y619,F1,model_v4,84.45016393442624
A0A2R8Y747,F1,model_v4,50.20953020134229
A0A2R8Y7D0,F1,model_v4,77.09591666666671
A0A2R8Y7Y5,F1,model_v4,55.4909829059829
A0A2R8YCJ5,F1,model_v4,74.47645161290322
A0A2R8YCY7,F1,model_v4,94.30804020100504
A0A2R8YD15,F1,model_v4,83.61470588235294
A0A2R8YE69,F1,model_v4,68.37674388674387
A0A2R8YED5,F1,model_v4,88.95276527331187
A0A2R8YEG4,F1,model_v4,86.56882736156355
A0A2R8YEH3,F1,model_v4,86.13084690553742
A0A2R8YEV3,F1,model_v4,86.53342019543972
A0A2R8YFL7,F1,model_v4,70.91777173913042
A0A2R8YFM6,F1,model_v4,66.99803108808293
A0A2R8YFR7,F1,model_v4,46.348258238063174
A0A2U3TZM8,F1,model_v4,52.24147482014389
A0A2Z4LIS9,F1,model_v4,58.851206896551716
A0A376A8Z9,F1,model_v4,86.64719148936169
A0A3B3IRQ3,F1,model_v4,45.77395348837212
A0A3B3IRS2,F1,model_v4,51.50642201834864
A0A3B3IRV3,F1,model_v4,96.72646408839778
A0A3B3IT33,F1,model_v4,86.45292035398232
A0A3B3IT34,F1,model_v4,53.74705263157891
A0A3B3IT45,F1,model_v4,86.64169871794869
A0A3B3IT52,F1,model_v4,66.64
A0A3B3IU46,F1,model_v4,62.24025423728815
A0A3B3IU63,F1,model_v4,77.82506756756756
A0A494BZU2,F1,model_v4,75.45181818181821
A0A494BZU4,F1,model_v4,74.95817647058821
A0A494BZZ5,F1,model_v4,53.998636363636365
A0A494C030,F1,model_v4,34.01060377358489
A0A494C071,F1,model_v4,50.08650655021828
A0A494C086,F1,model_v4,59.8613432835821
A0A494C0B9,F1,model_v4,60.02894736842105
A0A494C0I6,F1,model_v4,87.88328358208955
A0A494C0N9,F1,model_v4,64.43728448275863
A0A494C0Y3,F1,model_v4,64.64883620689655
A0A494C0Z2,F1,model_v4,69.572641509434
A0A494C103,F1,model_v4,87.17175182481759
A0A494C162,F1,model_v4,64.19824561403505
A0A494C176,F1,model_v4,72.40048387096776
A0A494C191,F1,model_v4,69.32320754716983
A0A494C193,F1,model_v4,66.659203539823
A0A494C1I1,F1,model_v4,63.011428571428574
A0A494C1R9,F1,model_v4,71.80257961783444
A0A499FJF3,F1,model_v4,78.91411985018736
A0A4W9AIG4,F1,model_v4,82.78355987055026
A0A539,F1,model_v4,90.35833333333335
A0A576,F1,model_v4,90.62473684210526
A0A577,F1,model_v4,88.98447368421053
A0A578,F1,model_v4,92.96798245614035
A0A584,F1,model_v4,88.79913043478263
A0A589,F1,model_v4,90.43999999999998
A0A590UJ96,F1,model_v4,35.62784380305603
A0A590UK24,F1,model_v4,67.24255319148939
A0A590UK83,F1,model_v4,53.51504672897195
A0A597,F1,model_v4,92.78859649122805
A0A599,F1,model_v4,92.39166666666664
A0A5A2,F1,model_v4,91.67736842105258
A0A5A6,F1,model_v4,88.45695652173916
A0A5B0,F1,model_v4,90.5613913043478
A0A5B6,F1,model_v4,89.90500000000006
A0A5B7,F1,model_v4,92.86270270270273
A0A5B9,F1,model_v4,93.7842696629214
